in:ID,in:Type,in:Dep,in:PWT,in:FAR,in:Len,in:RS,in:SS,out:GFA,out:LotCov,out:PC_1,out:PC_2,out:PC_3,out:PC_4,out:PC_5,img
154,1,20,50,10,60,0,5,91964,0.404,0,3,26.3,34.1,36.6,https://www.eddy3d.com/cornelltech-case-study/154.bmp
155,2,20,50,10,60,0,5,96961,0.542,1.5,12.3,38.7,29.7,17.8,https://www.eddy3d.com/cornelltech-case-study/155.bmp
156,0,30,50,10,60,0,5,92294,0.408,0,4,23.8,30.6,41.6,https://www.eddy3d.com/cornelltech-case-study/156.bmp
161,2,40,50,10,60,0,5,100039,0.581,1.5,9.8,39.2,29.3,20.1,https://www.eddy3d.com/cornelltech-case-study/161.bmp
171,0,20,40,10,40,10,5,71802,0.388,0,5.8,28.8,29.2,36.1,https://www.eddy3d.com/cornelltech-case-study/171.bmp
165,0,30,30,10,40,10,5,71142,0.397,0,5.1,30.5,31.7,32.7,https://www.eddy3d.com/cornelltech-case-study/165.bmp
170,2,40,30,10,40,10,5,71142,0.408,0,5.7,33.5,30.1,30.7,https://www.eddy3d.com/cornelltech-case-study/170.bmp
159,0,40,50,10,60,0,5,93926,0.428,0,4.2,27.5,27.6,40.7,https://www.eddy3d.com/cornelltech-case-study/159.bmp
169,1,40,30,10,40,10,5,72184,0.407,0,5.7,32.6,30.1,31.6,https://www.eddy3d.com/cornelltech-case-study/169.bmp
172,1,20,40,10,40,10,5,71804,0.394,0,5.7,34.4,29.3,30.6,https://www.eddy3d.com/cornelltech-case-study/172.bmp
163,1,20,30,10,40,10,5,71729,0.389,0,5.9,32.7,30.3,31.1,https://www.eddy3d.com/cornelltech-case-study/163.bmp
167,2,30,30,10,40,10,5,71142,0.408,0,5.7,33.5,30.1,30.7,https://www.eddy3d.com/cornelltech-case-study/167.bmp
168,0,40,30,10,40,10,5,71191,0.403,0,5.1,30.7,31.1,33.1,https://www.eddy3d.com/cornelltech-case-study/168.bmp
164,2,20,30,10,40,10,5,71133,0.408,0,5.7,33.5,30.1,30.7,https://www.eddy3d.com/cornelltech-case-study/164.bmp
157,1,30,50,10,60,0,5,93193,0.434,0,2.4,32.5,30.4,34.6,https://www.eddy3d.com/cornelltech-case-study/157.bmp
158,2,30,50,10,60,0,5,100039,0.581,1.5,9.8,39.2,29.3,20.1,https://www.eddy3d.com/cornelltech-case-study/158.bmp
166,1,30,30,10,40,10,5,71661,0.4,0,5.5,32.5,30.5,31.5,https://www.eddy3d.com/cornelltech-case-study/166.bmp
162,0,20,30,10,40,10,5,71606,0.386,0,6,29.7,31.8,32.5,https://www.eddy3d.com/cornelltech-case-study/162.bmp
160,1,40,50,10,60,0,5,93925,0.459,0,2.7,35.9,26,35.3,https://www.eddy3d.com/cornelltech-case-study/160.bmp
183,0,30,50,10,40,10,5,80400,0.364,https://www.eddy3d.com/cornelltech-case-study/183.bmp
184,1,30,50,10,40,10,5,80882,0.385,0,1.9,23,25.5,49.6,https://www.eddy3d.com/cornelltech-case-study/184.bmp
185,2,30,50,10,40,10,5,80861,0.448,0,5.7,34.7,33.8,25.8,https://www.eddy3d.com/cornelltech-case-study/185.bmp
186,0,40,50,10,40,10,5,81292,0.375,0,2.2,19.8,25.6,52.4,https://www.eddy3d.com/cornelltech-case-study/186.bmp
187,1,40,50,10,40,10,5,81649,0.399,0,2.4,24.8,23,49.8,https://www.eddy3d.com/cornelltech-case-study/187.bmp
188,2,40,50,10,40,10,5,80861,0.448,0,5.7,34.7,33.8,25.8,https://www.eddy3d.com/cornelltech-case-study/188.bmp
189,0,20,30,10,60,10,5,71707,0.389,0,5.9,32.6,30.5,31.1,https://www.eddy3d.com/cornelltech-case-study/189.bmp
190,1,20,30,10,60,10,5,71729,0.389,0,5.9,32.7,30.3,31.1,https://www.eddy3d.com/cornelltech-case-study/190.bmp
191,2,20,30,10,60,10,5,71133,0.408,0,5.7,33.5,30.1,30.7,https://www.eddy3d.com/cornelltech-case-study/191.bmp
192,0,30,30,10,60,10,5,71642,0.4,0,5.5,32.7,30.3,31.5,https://www.eddy3d.com/cornelltech-case-study/192.bmp
193,1,30,30,10,60,10,5,71661,0.4,0,5.5,32.5,30.5,31.5,https://www.eddy3d.com/cornelltech-case-study/193.bmp
194,2,30,30,10,60,10,5,71142,0.408,0,5.7,33.5,30.1,30.7,https://www.eddy3d.com/cornelltech-case-study/194.bmp
195,0,40,30,10,60,10,5,72165,0.407,0,5.7,32.3,30.3,31.7,https://www.eddy3d.com/cornelltech-case-study/195.bmp
196,1,40,30,10,60,10,5,72184,0.407,0,5.7,32.6,30.1,31.6,https://www.eddy3d.com/cornelltech-case-study/196.bmp
197,2,40,30,10,60,10,5,71142,0.408,0,5.7,33.5,30.1,30.7,https://www.eddy3d.com/cornelltech-case-study/197.bmp
198,0,20,40,10,60,10,5,71708,0.394,0,5.7,34.1,29.7,30.6,https://www.eddy3d.com/cornelltech-case-study/198.bmp
199,1,20,40,10,60,10,5,71804,0.394,0,5.7,34.4,29.3,30.6,https://www.eddy3d.com/cornelltech-case-study/199.bmp
200,2,20,40,10,60,10,5,71741,0.413,0,5.8,33.7,30.1,30.5,https://www.eddy3d.com/cornelltech-case-study/200.bmp
201,0,30,40,10,60,10,5,71877,0.406,0,5.7,33.5,29.4,31.4,https://www.eddy3d.com/cornelltech-case-study/201.bmp
202,1,30,40,10,60,10,5,71971,0.406,0,5.7,33.5,29.6,31.2,https://www.eddy3d.com/cornelltech-case-study/202.bmp
203,2,30,40,10,60,10,5,71750,0.413,0,5.8,33.7,30.1,30.5,https://www.eddy3d.com/cornelltech-case-study/203.bmp
204,0,40,40,10,60,10,5,72401,0.413,0,5.7,33.2,29.7,31.4,https://www.eddy3d.com/cornelltech-case-study/204.bmp
205,1,40,40,10,60,10,5,72494,0.413,0,5.7,33.2,30.6,30.6,https://www.eddy3d.com/cornelltech-case-study/205.bmp
206,2,40,40,10,60,10,5,71750,0.413,0,5.8,33.7,30.1,30.5,https://www.eddy3d.com/cornelltech-case-study/206.bmp
215,2,40,50,10,60,10,5,80861,0.448,0,5.7,34.7,33.8,25.8,https://www.eddy3d.com/cornelltech-case-study/215.bmp
214,1,40,50,10,60,10,5,81649,0.399,0,2.4,24.8,23,49.8,https://www.eddy3d.com/cornelltech-case-study/214.bmp
213,0,40,50,10,60,10,5,80403,0.394,0,2.5,22.6,24.8,50,https://www.eddy3d.com/cornelltech-case-study/213.bmp
212,2,30,50,10,60,10,5,80861,0.448,0,5.7,34.7,33.8,25.8,https://www.eddy3d.com/cornelltech-case-study/212.bmp
211,1,30,50,10,60,10,5,80882,0.385,0,1.9,23,25.5,49.6,https://www.eddy3d.com/cornelltech-case-study/211.bmp
210,0,30,50,10,60,10,5,80808,0.38,0,1.4,21.4,28.6,48.6,https://www.eddy3d.com/cornelltech-case-study/210.bmp
209,2,20,50,10,60,10,5,80861,0.448,0,5.7,34.7,33.8,25.8,https://www.eddy3d.com/cornelltech-case-study/209.bmp
208,1,20,50,10,60,10,5,80454,0.368,0,2.3,23.1,25.8,48.8,https://www.eddy3d.com/cornelltech-case-study/208.bmp
207,0,20,50,10,60,10,5,80400,0.364,0,2.1,19.6,26.9,51.4,https://www.eddy3d.com/cornelltech-case-study/207.bmp
216,0.331,0,2,15,19.3,63.7,https://www.eddy3d.com/cornelltech-case-study/216.bmp
217,0.331,0,2,15,19.3,63.7,https://www.eddy3d.com/cornelltech-case-study/217.bmp
1,1,20,30,10,40,0,0,91367,0.473,0.6,8.5,37.9,32,21.1,https://www.eddy3d.com/cornelltech-case-study/1.bmp
2,2,20,30,10,40,0,0,91760,0.533,0.9,14.2,40.8,27.3,16.7,https://www.eddy3d.com/cornelltech-case-study/2.bmp
25,1,40,50,10,40,0,0,93925,0.459,0,2.7,35.9,26,35.3,https://www.eddy3d.com/cornelltech-case-study/25.bmp
24,0,40,50,10,40,0,0,91342,0.403,0,4.5,22,27.2,46.3,https://www.eddy3d.com/cornelltech-case-study/24.bmp
23,2,30,50,10,40,0,0,100039,0.581,1.5,9.8,39.2,29.3,20.1,https://www.eddy3d.com/cornelltech-case-study/23.bmp
22,1,30,50,10,40,0,0,93193,0.434,0,2.4,32.5,30.4,34.6,https://www.eddy3d.com/cornelltech-case-study/22.bmp
21,0,30,50,10,40,0,0,91647,0.39,0,2.2,25,29.7,43.1,https://www.eddy3d.com/cornelltech-case-study/21.bmp
20,2,20,50,10,40,0,0,96961,0.542,1.5,12.3,38.7,29.7,17.8,https://www.eddy3d.com/cornelltech-case-study/20.bmp
19,1,20,50,10,40,0,0,91964,0.404,0,3,26.3,34.1,36.6,https://www.eddy3d.com/cornelltech-case-study/19.bmp
18,0,20,50,10,40,0,0,91235,0.372,0,0.9,22.4,30,46.7,https://www.eddy3d.com/cornelltech-case-study/18.bmp
17,2,40,40,10,40,0,0,96874,0.581,1.4,10,39.2,28.9,20.5,https://www.eddy3d.com/cornelltech-case-study/17.bmp
16,1,40,40,10,40,0,0,97480,0.56,0.6,11,41,29.9,17.6,https://www.eddy3d.com/cornelltech-case-study/16.bmp
15,0,40,40,10,40,0,0,93053,0.496,0,10.3,35.3,36.5,17.9,https://www.eddy3d.com/cornelltech-case-study/15.bmp
14,2,30,40,10,40,0,0,94298,0.581,1.5,9.7,39.9,28.6,20.3,https://www.eddy3d.com/cornelltech-case-study/14.bmp
13,1,30,40,10,40,0,0,94852,0.529,0.4,11.3,42,31.7,14.6,https://www.eddy3d.com/cornelltech-case-study/13.bmp
12,0,30,40,10,40,0,0,92340,0.468,0,10,34.4,32.8,22.8,https://www.eddy3d.com/cornelltech-case-study/12.bmp
11,2,20,40,10,40,0,0,93196,0.544,0.9,13.7,38.8,29.8,16.9,https://www.eddy3d.com/cornelltech-case-study/11.bmp
10,1,20,40,10,40,0,0,93384,0.475,0.4,8.5,36.7,37.5,16.9,https://www.eddy3d.com/cornelltech-case-study/10.bmp
9,0,20,40,10,40,0,0,92528,0.429,0,7,27.9,33.7,31.4,https://www.eddy3d.com/cornelltech-case-study/9.bmp
8,2,40,30,10,40,0,0,93444,0.574,1.5,9.8,40.6,27.9,20.2,https://www.eddy3d.com/cornelltech-case-study/8.bmp
7,1,40,30,10,40,0,0,94438,0.552,0.4,11.1,42.2,28.5,17.8,https://www.eddy3d.com/cornelltech-case-study/7.bmp
6,0,40,30,10,40,0,0,90674,0.506,0.2,9.7,42.7,31,16.4,https://www.eddy3d.com/cornelltech-case-study/6.bmp
5,2,30,30,10,40,0,0,89643,0.574,1.5,9.5,40.8,27.9,20.2,https://www.eddy3d.com/cornelltech-case-study/5.bmp
4,1,30,30,10,40,0,0,92414,0.527,0.5,11.6,43.2,28.9,15.7,https://www.eddy3d.com/cornelltech-case-study/4.bmp
3,0,30,30,10,40,0,0,90878,0.484,0.3,9.8,35.1,36,18.8,https://www.eddy3d.com/cornelltech-case-study/3.bmp
26,2,40,50,10,40,0,0,100039,0.581,1.5,9.8,39.2,29.3,20.1,https://www.eddy3d.com/cornelltech-case-study/26.bmp
27,0,20,30,10,60,0,0,91220,0.467,0.6,8.5,35.1,34.6,21.3,https://www.eddy3d.com/cornelltech-case-study/27.bmp
28,1,20,30,10,60,0,0,91367,0.473,0.6,8.5,37.9,32,21.1,https://www.eddy3d.com/cornelltech-case-study/28.bmp
29,2,20,30,10,60,0,0,90536,0.533,0.9,14.1,40.8,27.8,16.4,https://www.eddy3d.com/cornelltech-case-study/29.bmp
30,0,30,30,10,60,0,0,92269,0.519,0.6,12.1,43.5,27.7,16.1,https://www.eddy3d.com/cornelltech-case-study/30.bmp
31,1,30,30,10,60,0,0,92414,0.527,0.5,11.6,43.2,28.9,15.7,https://www.eddy3d.com/cornelltech-case-study/31.bmp
32,2,30,30,10,60,0,0,95676,0.574,1.5,9.7,40.3,28.2,20.3,https://www.eddy3d.com/cornelltech-case-study/32.bmp
33,0,40,30,10,60,0,0,93468,0.544,0.5,11.3,43.5,26.6,18.1,https://www.eddy3d.com/cornelltech-case-study/33.bmp
34,1,40,30,10,60,0,0,94438,0.552,0.4,11.1,42.2,28.5,17.8,https://www.eddy3d.com/cornelltech-case-study/34.bmp
35,2,40,30,10,60,0,0,93100,0.574,1.5,9.7,40.9,27.7,20.2,https://www.eddy3d.com/cornelltech-case-study/35.bmp
36,0,20,40,10,60,0,0,92891,0.458,0,8.4,34.2,38.5,18.9,https://www.eddy3d.com/cornelltech-case-study/36.bmp
37,1,20,40,10,60,0,0,93384,0.475,0.4,8.5,36.7,37.5,16.9,https://www.eddy3d.com/cornelltech-case-study/37.bmp
38,2,20,40,10,60,0,0,94166,0.544,0.9,14.1,38.8,29.4,16.8,https://www.eddy3d.com/cornelltech-case-study/38.bmp
39,0,30,40,10,60,0,0,93466,0.506,0.1,12.2,42.7,30,15.1,https://www.eddy3d.com/cornelltech-case-study/39.bmp
40,1,30,40,10,60,0,0,94852,0.529,0.4,11.3,42,31.7,14.6,https://www.eddy3d.com/cornelltech-case-study/40.bmp
41,2,30,40,10,60,0,0,96874,0.581,1.4,10,39.2,28.9,20.5,https://www.eddy3d.com/cornelltech-case-study/41.bmp
42,0,40,40,10,60,0,0,94266,0.537,0,12.1,44.4,26.4,17.1,https://www.eddy3d.com/cornelltech-case-study/42.bmp
43,1,40,40,10,60,0,0,97480,0.56,0.6,11,41,29.9,17.6,https://www.eddy3d.com/cornelltech-case-study/43.bmp
44,2,40,40,10,60,0,0,92065,0.581,1.7,9.4,39.7,29,20.1,https://www.eddy3d.com/cornelltech-case-study/44.bmp
45,0,20,50,10,60,0,0,92131,0.385,0,0.7,23.9,31.5,43.9,https://www.eddy3d.com/cornelltech-case-study/45.bmp
46,1,20,50,10,60,0,0,91964,0.404,0,3,26.3,34.1,36.6,https://www.eddy3d.com/cornelltech-case-study/46.bmp
47,2,20,50,10,60,0,0,96961,0.542,1.5,12.3,38.7,29.7,17.8,https://www.eddy3d.com/cornelltech-case-study/47.bmp
48,0,30,50,10,60,0,0,92294,0.408,0,4,23.8,30.6,41.6,https://www.eddy3d.com/cornelltech-case-study/48.bmp
49,1,30,50,10,60,0,0,93193,0.434,0,2.4,32.5,30.4,34.6,https://www.eddy3d.com/cornelltech-case-study/49.bmp
50,2,30,50,10,60,0,0,100039,0.581,1.5,9.8,39.2,29.3,20.1,https://www.eddy3d.com/cornelltech-case-study/50.bmp
51,0,40,50,10,60,0,0,93926,0.428,0,4.2,27.5,27.6,40.7,https://www.eddy3d.com/cornelltech-case-study/51.bmp
52,1,40,50,10,60,0,0,93925,0.459,0,2.7,35.9,26,35.3,https://www.eddy3d.com/cornelltech-case-study/52.bmp
53,2,40,50,10,60,0,0,100039,0.581,1.5,9.8,39.2,29.3,20.1,https://www.eddy3d.com/cornelltech-case-study/53.bmp
54,0,20,30,10,40,10,0,78613,0.408,0,5.4,32.9,33,28.6,https://www.eddy3d.com/cornelltech-case-study/54.bmp
55,1,20,30,10,40,10,0,79472,0.417,0,6.6,34.9,31,27.4,https://www.eddy3d.com/cornelltech-case-study/55.bmp
56,2,20,30,10,40,10,0,79221,0.446,0,5.7,34.3,32.6,27.4,https://www.eddy3d.com/cornelltech-case-study/56.bmp
57,0,30,30,10,40,10,0,79110,0.424,0,5.2,34.1,31,29.7,https://www.eddy3d.com/cornelltech-case-study/57.bmp
58,1,30,30,10,40,10,0,78756,0.435,0,6.8,33.9,31.5,27.8,https://www.eddy3d.com/cornelltech-case-study/58.bmp
59,2,30,30,10,40,10,0,78686,0.447,0,5.9,34,33.5,26.5,https://www.eddy3d.com/cornelltech-case-study/59.bmp
60,0,40,30,10,40,10,0,79107,0.431,0,5.9,34.1,31.1,28.9,https://www.eddy3d.com/cornelltech-case-study/60.bmp
61,1,40,30,10,40,10,0,80302,0.443,0,6,34.3,33.2,26.5,https://www.eddy3d.com/cornelltech-case-study/61.bmp
62,2,40,30,10,40,10,0,78686,0.447,0,5.9,34,33.5,26.5,https://www.eddy3d.com/cornelltech-case-study/62.bmp
63,0,20,40,10,40,10,0,80428,0.401,0,5.4,33.2,32.5,29,https://www.eddy3d.com/cornelltech-case-study/63.bmp
75,0,30,50,10,40,10,0,80400,0.364,0,2.3,21,22.6,54,https://www.eddy3d.com/cornelltech-case-study/75.bmp
74,2,20,50,10,40,10,0,80861,0.448,0,5.7,34.7,33.8,25.8,https://www.eddy3d.com/cornelltech-case-study/74.bmp
73,1,20,50,10,40,10,0,80454,0.368,0,2.3,23.1,25.8,48.8,https://www.eddy3d.com/cornelltech-case-study/73.bmp
72,0,20,50,10,40,10,0,80000,0.353,0,2.2,21.9,22.6,53.3,https://www.eddy3d.com/cornelltech-case-study/72.bmp
71,2,40,40,10,40,10,0,81056,0.448,0,6.1,33.5,32.9,27.5,https://www.eddy3d.com/cornelltech-case-study/71.bmp
70,1,40,40,10,40,10,0,82579,0.444,0,6,34.1,32.7,27.2,https://www.eddy3d.com/cornelltech-case-study/70.bmp
69,0,40,40,10,40,10,0,81228,0.424,0,5.2,35.7,29.2,29.9,https://www.eddy3d.com/cornelltech-case-study/69.bmp
68,2,30,40,10,40,10,0,81056,0.448,0,6.1,33.5,32.9,27.5,https://www.eddy3d.com/cornelltech-case-study/68.bmp
67,1,30,40,10,40,10,0,81033,0.435,0,6.9,33.3,32.5,27.2,https://www.eddy3d.com/cornelltech-case-study/67.bmp
66,0,30,40,10,40,10,0,81232,0.417,0,5,33.4,31.1,30.6,https://www.eddy3d.com/cornelltech-case-study/66.bmp
65,2,20,40,10,40,10,0,81591,0.447,0,5.9,33.8,32.6,27.8,https://www.eddy3d.com/cornelltech-case-study/65.bmp
64,1,20,40,10,40,10,0,81838,0.418,0,6.6,34.3,31.7,27.3,https://www.eddy3d.com/cornelltech-case-study/64.bmp
76,1,30,50,10,40,10,0,80882,0.385,0,1.9,23,25.5,49.6,https://www.eddy3d.com/cornelltech-case-study/76.bmp
77,2,30,50,10,40,10,0,80861,0.448,0,5.7,34.7,33.8,25.8,https://www.eddy3d.com/cornelltech-case-study/77.bmp
78,0,40,50,10,40,10,0,81292,0.375,0,2.2,19.8,25.6,52.4,https://www.eddy3d.com/cornelltech-case-study/78.bmp
86,2,30,30,10,60,10,0,78686,0.447,0,5.9,34,33.5,26.5,https://www.eddy3d.com/cornelltech-case-study/86.bmp
85,1,30,30,10,60,10,0,78756,0.435,0,6.8,33.9,31.5,27.8,https://www.eddy3d.com/cornelltech-case-study/85.bmp
84,0,30,30,10,60,10,0,78611,0.433,0,6.9,33.6,31.8,27.7,https://www.eddy3d.com/cornelltech-case-study/84.bmp
83,2,20,30,10,60,10,0,79221,0.446,0,5.7,34.3,32.6,27.4,https://www.eddy3d.com/cornelltech-case-study/83.bmp
82,1,20,30,10,60,10,0,79472,0.417,0,6.6,34.9,31,27.4,https://www.eddy3d.com/cornelltech-case-study/82.bmp
81,0,20,30,10,60,10,0,78837,0.416,0,6.8,33.9,31.4,27.9,https://www.eddy3d.com/cornelltech-case-study/81.bmp
80,2,40,50,10,40,10,0,80861,0.448,0,5.7,34.7,33.8,25.8,https://www.eddy3d.com/cornelltech-case-study/80.bmp
79,1,40,50,10,40,10,0,81649,0.399,0,2.4,24.8,23,49.8,https://www.eddy3d.com/cornelltech-case-study/79.bmp
87,0,40,30,10,60,10,0,80173,0.441,0,6.2,34.5,32.5,26.7,https://www.eddy3d.com/cornelltech-case-study/87.bmp
88,1,40,30,10,60,10,0,80302,0.443,0,6,34.3,33.2,26.5,https://www.eddy3d.com/cornelltech-case-study/88.bmp
89,2,40,30,10,60,10,0,78686,0.447,0,5.9,34,33.5,26.5,https://www.eddy3d.com/cornelltech-case-study/89.bmp
90,0,20,40,10,60,10,0,81359,0.414,0,6.8,33.4,31.3,28.4,https://www.eddy3d.com/cornelltech-case-study/90.bmp
91,1,20,40,10,60,10,0,81838,0.418,0,6.6,34.3,31.7,27.3,https://www.eddy3d.com/cornelltech-case-study/91.bmp
152,2,40,40,10,60,0,5,0,https://www.eddy3d.com/cornelltech-case-study/152.bmp
153,0,20,50,10,60,0,5,0,https://www.eddy3d.com/cornelltech-case-study/153.bmp
92,2,20,40,10,60,10,0,81591,0.447,0,5.9,33.8,32.6,27.8,https://www.eddy3d.com/cornelltech-case-study/92.bmp
154,1,20,50,10,60,0,5,0,https://www.eddy3d.com/cornelltech-case-study/154.bmp
155,2,20,50,10,60,0,5,0,https://www.eddy3d.com/cornelltech-case-study/155.bmp
93,0,30,40,10,60,10,0,81188,0.431,0.2,7,28.3,38.3,26.2,https://www.eddy3d.com/cornelltech-case-study/93.bmp
156,0,30,50,10,60,0,5,0,https://www.eddy3d.com/cornelltech-case-study/156.bmp
157,1,30,50,10,60,0,5,0,https://www.eddy3d.com/cornelltech-case-study/157.bmp
158,2,30,50,10,60,0,5,0,https://www.eddy3d.com/cornelltech-case-study/158.bmp
94,1,30,40,10,60,10,0,81033,0.435,0.2,7.4,28.3,39.6,24.5,https://www.eddy3d.com/cornelltech-case-study/94.bmp
159,0,40,50,10,60,0,5,0,https://www.eddy3d.com/cornelltech-case-study/159.bmp
95,2,30,40,10,60,10,0,81056,0.448,0,5,27.6,40.2,27.2,https://www.eddy3d.com/cornelltech-case-study/95.bmp
160,1,40,50,10,60,0,5,93925,0.459,https://www.eddy3d.com/cornelltech-case-study/160.bmp
152,2,40,40,10,60,0,5,0,https://www.eddy3d.com/cornelltech-case-study/152.bmp
